cladeID	nkmers	card	gsize	csize
N7310	143915	10	2300555	5223
N6904	90890	2	2300763	5226
N6905	149243	11	2300763	5224
N6488	238191	13	2301042	5226
N6078	110675	2	2301246	5229
N6079	290078	14	2301246	5227
N5637	399376	16	2301549	5229
N6077	63614	2	2301549	5231
N5636	121083	3	2301551	5232
N5213	517984	19	2302095	5232
N7685	116117	2	2302095	5234
N7309	175671	3	2302097	5235
N6903	233574	4	2302103	5236
N6487	292473	5	2302116	5237
N6075	112014	2	2302143	5240
N6076	358803	6	2302143	5238
N5634	75746	2	2302262	5242
N5635	469235	8	2302262	5240
N5212	544414	10	2302400	5242
N4839	119323	2	2303723	5244
N4840	1057829	29	2303723	5242
N4476	1175562	31	2304307	5244
N5633	121828	2	2304307	5246
N5211	182395	3	2304309	5247
N4838	238630	4	2304315	5248
N4475	293899	5	2304328	5249
N4111	108116	2	2305403	5251
N4112	1466043	36	2305403	5249
N3752	1572978	38	2305830	5251
N3398	1623338	39	2306039	5252
N5632	141982	2	2306039	5254
N5210	208848	3	2306041	5255
N4836	133929	2	2306047	5258
N4837	279461	4	2306047	5256
N4474	412753	6	2306079	5258
N5209	119634	2	2306079	5260
N4835	175531	3	2306081	5261
N4473	222980	4	2306087	5262
N4110	634940	10	2306219	5262
N3751	683951	11	2306266	5263
N3397	719175	12	2306314	5264
N3046	2341401	51	2306849	5264
N3396	67093	2	2306849	5266
N3045	96869	3	2306851	5267
N2723	2438016	54	2307017	5267
N2426	22445930	566	2309563	5267
N9652	230501	2	2309563	5269
N9473	352072	3	2309565	5270
N9272	467713	4	2309571	5271
N9020	607480	5	2309585	5272
N8752	729688	6	2309612	5273
N9019	171026	2	2309612	5275
N8751	278989	3	2309614	5276
N8431	1007673	9	2309790	5276
N8070	249146	2	2309878	5279
N8071	1127695	10	2309878	5277
N7684	1376242	12	2310071	5279
N7308	1476904	13	2310239	5280
N9018	118981	2	2310239	5282
N8750	255637	3	2310241	5283
N8430	382353	4	2310247	5284
N8069	489775	5	2310260	5285
N8429	200394	2	2310260	5287
N8068	333774	3	2310262	5288
N7683	823000	8	2310350	5288
N7307	897988	9	2310435	5289
N6902	2372616	22	2311260	5289
N6486	2480861	23	2311447	5290
N8428	241583	2	2311447	5292
N8067	304889	3	2311449	5293
N7682	423265	4	2311455	5294
N7306	543390	5	2311467	5295
N7681	138795	2	2311467	5297
N7305	235276	3	2311469	5298
N6901	778245	8	2311546	5298
N6485	876405	9	2311603	5299
N6074	3355087	32	2312509	5299
N8066	208332	3	2312509	5302
N8427	108811	2	2312509	5301
N7679	75113	2	2312511	5305
N7680	315894	4	2312511	5303
N7304	390891	6	2312521	5305
N7678	177149	2	2312521	5307
N7303	281276	3	2312523	5308
N6900	671898	9	2312586	5308
N8426	206800	2	2312586	5310
N8065	307774	3	2312588	5311
N7677	408446	4	2312594	5312
N8064	181761	2	2312594	5314
N7676	284284	3	2312596	5315
N7302	692414	7	2312653	5315
N6899	764872	8	2312696	5316
N6484	1436217	17	2312962	5316
N9017	118322	2	2312962	5318
N8749	149297	3	2312964	5319
N8425	181439	4	2312970	5320
N8063	255024	5	2312984	5321
N7675	343577	6	2313014	5322
N7300	128414	2	2313039	5325
N7301	412406	7	2313039	5323
N6897	209050	2	2313092	5327
N6898	540556	9	2313092	5325
N6483	749430	11	2313157	5327
N6073	2184430	28	2313628	5327
N5631	5535106	60	2315479	5327
N6072	155948	2	2315479	5329
N5630	176319	3	2315480	5330
N5208	5709675	63	2315894	5330
N9470	185825	2	2315894	5332
N9270	240933	3	2315896	5333
N9651	169418	2	2315896	5335
N9472	230844	3	2315898	5336
N9271	281134	5	2315920	5338
N9016	368652	8	2316135	5338
N9469	142580	2	2316135	5340
N9269	159738	3	2316137	5341
N9015	216549	4	2316143	5342
N8748	435704	12	2317813	5342
N8424	517138	13	2318531	5343
N9014	197533	2	2318531	5345
N8746	208204	2	2318533	5348
N8747	244327	3	2318533	5346
N8423	427224	5	2318553	5348
N8061	237380	2	2319935	5350
N8062	939083	18	2319935	5348
N7674	1175254	20	2320360	5350
N8744	90267	2	2320360	5354
N8745	155272	2	2320360	5352
N8422	201094	4	2320362	5354
N8060	239761	5	2320368	5355
N8743	157882	2	2320368	5357
N8421	244592	3	2320370	5358
N8059	331603	4	2320376	5359
N7673	546498	9	2320569	5359
N7299	1720692	29	2321218	5359
N6895	119757	2	2321442	5362
N6896	1828608	30	2321442	5360
N6481	104050	2	2321579	5364
N6482	1948104	32	2321579	5362
N8742	196321	2	2321716	5366
N8419	238868	2	2321718	5369
N8420	259513	3	2321718	5367
N8058	401566	5	2321738	5369
N7672	497347	6	2321765	5370
N7298	611876	7	2321796	5371
N6893	208839	2	2321841	5374
N6894	744643	8	2321841	5372
N6480	952872	10	2321957	5374
N6070	1057682	11	2322031	5375
N5629	3108406	45	2322775	5375
N8057	183317	2	2322775	5377
N7671	229461	3	2322777	5378
N7297	337890	4	2322783	5379
N7670	132656	2	2322783	5381
N7296	245877	3	2322785	5382
N6892	570188	7	2322877	5382
N8056	179669	2	2322877	5384
N7669	223792	3	2322879	5385
N7295	311929	4	2322885	5386
N7668	196719	2	2322885	5388
N7294	281965	3	2322887	5389
N6891	584306	7	2322990	5389
N6479	1148066	14	2323782	5389
N6069	1239734	15	2323964	5390
N5628	1315070	16	2324215	5391
N5207	4422656	61	2324845	5391
N4834	10124695	124	2328933	5391
N8055	116208	2	2328933	5393
N7666	243521	2	2328935	5396
N7667	156854	3	2328935	5394
N7292	205527	2	2328948	5398
N7293	378854	5	2328948	5396
N6890	571223	7	2328992	5398
N6478	657704	8	2329023	5399
N6068	771811	9	2329065	5400
N5627	875121	10	2329129	5401
N5206	1010603	11	2329177	5402
N5626	152751	2	2329177	5404
N5205	160856	3	2329179	5405
N4833	1171021	14	2329302	5405
N4472	11291628	138	2331519	5405
N7665	133457	2	2331519	5407
N7291	247988	3	2331521	5408
N6889	350543	4	2331527	5409
N6477	464205	5	2331538	5410
N7290	169880	2	2331538	5412
N6888	260902	3	2331540	5413
N6476	321337	4	2331546	5414
N6067	784702	9	2331653	5414
N7289	224287	2	2331653	5416
N6887	338283	3	2331655	5417
N6475	449730	4	2331661	5418
N6066	528535	5	2331675	5419
N5625	1311507	14	2332061	5419
N7288	120580	2	2332061	5421
N6886	207744	3	2332062	5422
N6474	283038	4	2332067	5423
N6065	361464	5	2332077	5424
N5624	467553	6	2332093	5425
N5204	1777675	20	2332577	5425
N6885	175701	2	2332577	5427
N6473	254904	3	2332579	5428
N6063	167603	2	2332585	5431
N6064	336300	4	2332585	5429
N5623	503425	6	2332622	5431
N6472	188736	2	2332622	5433
N6062	301872	3	2332624	5434
N5622	393502	4	2332629	5435
N5203	896500	10	2332746	5435
N4832	2672783	30	2333463	5435
N6060	180637	2	2333463	5439
N6061	184253	2	2333463	5437
N5621	364734	4	2333471	5439
N5202	458958	5	2333484	5440
N5620	189926	2	2333484	5442
N5201	290467	3	2333486	5443
N4831	749108	8	2333547	5443
N4471	3420918	38	2334043	5443
N4108	170730	2	2338410	5445
N4109	14704747	176	2338410	5443
N3750	14874191	178	2338980	5445
N6884	190315	2	2338980	5447
N6470	171291	2	2338982	5450
N6471	296819	3	2338982	5448
N6059	467704	5	2338998	5450
N7287	216958	2	2338998	5452
N6883	291792	3	2339000	5453
N6469	374057	4	2339006	5454
N6058	446822	5	2339019	5455
N5619	913782	10	2339199	5455
N6057	181177	2	2339199	5457
N5618	248359	3	2339201	5458
N5200	1161693	13	2339373	5458
N6056	173430	2	2339373	5460
N5617	256272	3	2339375	5461
N5199	332458	4	2339381	5462
N4830	1493089	17	2339734	5462
N6881	133137	2	2339734	5466
N6882	143889	2	2339734	5464
N6468	276787	4	2339742	5466
N6055	339546	5	2339751	5467
N7286	164861	2	2339751	5469
N6880	262508	3	2339753	5470
N6467	351820	4	2339759	5471
N6054	420858	5	2339771	5472
N5616	759914	10	2339887	5472
N6053	140494	2	2339887	5474
N5615	239518	3	2339889	5475
N5197	178197	2	2340048	5477
N5198	999050	13	2340048	5475
N4829	1176969	15	2340184	5477
N4470	2668738	32	2340942	5477
N6879	185934	2	2340942	5479
N6466	284718	3	2340944	5480
N6051	188832	2	2340950	5483
N6052	360395	4	2340950	5481
N5613	148447	2	2340985	5485
N5614	548377	6	2340985	5483
N5196	696445	8	2341038	5485
N4828	791271	9	2341079	5486
N5611	187530	2	2341079	5490
N5612	175408	2	2341079	5488
N5194	149958	2	2341087	5492
N5195	362719	4	2341087	5490
N4827	512448	6	2341118	5492
N4469	1303245	15	2341348	5492
N4107	3970585	47	2342287	5492
N4825	127111	2	2342287	5496
N4826	128779	2	2342287	5494
N4468	255730	4	2342295	5496
N4106	330580	5	2342306	5497
N3749	4300129	52	2342825	5497
N3395	19166181	230	2348123	5497
N3044	19228458	231	2348528	5498
N6465	202085	2	2348528	5500
N6050	297239	3	2348530	5501
N5610	398492	4	2348536	5502
N6049	194061	2	2348536	5504
N5609	282599	3	2348538	5505
N5193	679027	7	2348607	5505
N6464	176837	2	2348607	5507
N6047	211151	2	2348609	5510
N6048	301001	3	2348609	5508
N5608	511884	5	2348626	5510
N5192	625851	6	2348647	5511
N4823	195263	2	2348861	5513
N4824	1304392	13	2348861	5511
N4467	1499077	15	2349078	5513
N4105	1608725	16	2349194	5514
N6463	195767	2	2349194	5516
N6045	203036	2	2349196	5519
N6046	305756	3	2349196	5517
N5607	508622	5	2349213	5519
N5190	174553	2	2349233	5522
N5191	588565	6	2349233	5520
N4822	762974	8	2349275	5522
N4466	857877	9	2349312	5523
N5605	184329	2	2349312	5527
N5606	200067	2	2349312	5525
N5189	384039	4	2349320	5527
N4821	474308	5	2349331	5528
N4465	577544	6	2349342	5529
N4104	1435152	15	2349479	5529
N3748	3043318	31	2349857	5529
N5604	187893	2	2349857	5531
N5188	274352	3	2349859	5532
N4819	210464	2	2349865	5535
N4820	385203	4	2349865	5533
N4464	595343	6	2349902	5535
N4818	259056	2	2349902	5537
N4463	390891	3	2349904	5538
N4103	985799	9	2350020	5538
N3747	1086212	10	2350083	5539
N3394	4128381	41	2350731	5539
N4102	219987	2	2350731	5541
N3746	320866	3	2350733	5542
N3393	420222	4	2350739	5543
N3043	4547994	45	2351127	5543
N2722	23767623	276	2357180	5543
N3392	184725	2	2357180	5545
N3041	185372	2	2357182	5548
N3042	267568	3	2357182	5546
N2721	452860	5	2357194	5548
N2425	24219152	281	2357963	5548
N2719	172932	2	2369225	5553
N2720	134378	3	2369225	5551
N3040	89609	2	2369225	5550
N2424	305600	5	2369232	5553
N3039	101096	2	2369232	5555
N2718	193853	3	2369233	5556
N2423	274167	4	2369236	5557
N2130	579327	9	2369295	5557
N1843	47229327	856	2370451	5557
N6876	85190	7	2370521	5564
N6459	86101	8	2370548	5565
N6036	88269	9	2370598	5566
N5595	88762	10	2370686	5567
N5179	89202	11	2370776	5568
N6458	30624	2	2370776	5570
N6035	37124	3	2370778	5571
N5594	47943	4	2370784	5572
N5178	57298	5	2370798	5573
N4806	51159	2	2370850	5575
N4807	146330	16	2370850	5573
N4452	197443	18	2370875	5575
N6875	16866	2	2370875	5577
N6457	25078	3	2370877	5578
N6034	32898	4	2370882	5579
N5593	39929	5	2370892	5580
N6456	19665	2	2370892	5582
N6032	20940	2	2370894	5585
N6033	31398	3	2370894	5583
N5592	52163	5	2370908	5585
N5177	91643	10	2370987	5585
N4805	119126	11	2371014	5586
N6031	56917	2	2371014	5588
N5591	86335	3	2371016	5589
N5176	113034	4	2371022	5590
N4804	135723	5	2371035	5591
N4451	254712	16	2371096	5591
N4092	451782	34	2371263	5591
N3735	54833	2	2371374	5594
N3736	492532	35	2371374	5592
N3383	71795	2	2371389	5596
N3384	547349	37	2371389	5594
N3034	619090	39	2371429	5596
N4090	37003	2	2371429	5600
N4091	47026	2	2371429	5598
N3734	84028	4	2371430	5600
N3381	55697	2	2371433	5603
N3382	105464	5	2371433	5601
N3033	161146	7	2371442	5603
N2715	780180	46	2371490	5603
N4089	44670	2	2371490	5605
N3733	72747	3	2371491	5606
N4088	36181	2	2371491	5608
N3732	54556	3	2371493	5609
N3032	146616	7	2371508	5610
N3379	45387	2	2371508	5612
N3031	63837	3	2371510	5613
N2714	210353	10	2371539	5613
N8054	190374	2	2371595	5615
N7664	224237	3	2371597	5616
N7284	180228	2	2371603	5619
N7285	251995	4	2371603	5617
N6878	282803	6	2371647	5619
N6462	316726	7	2371709	5620
N6043	134534	2	2371834	5623
N6044	364618	8	2371834	5621
N5602	83032	2	2371954	5625
N5603	497987	10	2371954	5623
N5187	579952	12	2372069	5625
N4817	639406	13	2372117	5626
N6041	100541	2	2372117	5630
N6042	124938	2	2372117	5628
N5600	103498	2	2372125	5632
N5601	224453	4	2372125	5630
N5186	327737	6	2372152	5632
N6877	59015	2	2372152	5634
N6461	80904	3	2372154	5635
N6040	125702	4	2372160	5636
N5599	177202	5	2372172	5637
N5185	213382	6	2372184	5638
N4816	540772	12	2372285	5638
N4462	1178051	25	2372576	5638
N5184	148188	2	2372576	5640
N4815	227575	3	2372578	5641
N4461	277431	4	2372584	5642
N4101	1454200	29	2372827	5642
N5598	84884	2	2372827	5644
N5183	174103	3	2372829	5645
N4814	202297	4	2372834	5646
N5182	221506	2	2372834	5648
N4813	327846	3	2372836	5649
N4459	78848	2	2372852	5651
N4460	529917	7	2372852	5649
N4100	608746	9	2372861	5651
N3745	2061902	38	2373045	5651
N4099	79663	2	2373045	5653
N3744	134454	3	2373047	5654
N3391	2196224	41	2373148	5654
N6038	88412	2	2373148	5658
N6039	70391	2	2373148	5656
N5597	120133	4	2373156	5658
N5181	154282	5	2373167	5659
N6037	80823	3	2373170	5662
N5596	91244	4	2373176	5663
N5180	100695	5	2373190	5664
N4811	93317	2	2373310	5666
N4812	254677	10	2373310	5664
N4457	125602	2	2373410	5668
N4458	347673	12	2373410	5666
N4098	473094	14	2373488	5668
N4810	97334	2	2373488	5670
N4456	156667	3	2373490	5671
N4097	206204	4	2373496	5672
N3743	678560	18	2373648	5672
N3390	737437	19	2373734	5673
N3038	2930843	60	2374372	5673
N3741	53888	2	2374372	5677
N3742	59867	2	2374372	5675
N3389	113750	4	2374374	5677
N3037	138843	5	2374376	5678
N2717	3069620	65	2374435	5678
N4808	31086	2	2374435	5682
N4809	38111	2	2374435	5680
N4454	36177	2	2374443	5684
N4455	68937	4	2374443	5682
N4096	105005	6	2374469	5684
N3740	124017	7	2374488	5685
N4095	37954	2	2374488	5687
N3739	54654	3	2374490	5688
N3388	178529	10	2374525	5688
N4453	29166	2	2374525	5690
N4093	37331	2	2374527	5693
N4094	52239	3	2374527	5691
N3737	42024	2	2374542	5695
N3738	89387	5	2374542	5693
N3387	131182	7	2374569	5695
N3036	309592	17	2374634	5695
N3385	43976	2	2374634	5699
N3386	38296	2	2374634	5697
N3035	82243	4	2374641	5699
N2716	391810	21	2374665	5699
N2422	3461303	86	2374781	5699
N2129	4451122	142	2375204	5699
N3030	74603	2	2375204	5701
N2713	103545	3	2375206	5702
N2420	113321	4	2375209	5703
N2128	162788	5	2375215	5704
N1842	4613350	147	2375387	5704
N8741	274690	2	2379258	5706
N8417	362057	3	2379260	5707
N8050	265138	2	2379266	5710
N8051	446682	4	2379266	5708
N7662	691002	6	2379310	5710
N8416	320741	2	2379310	5712
N8049	452213	3	2379312	5713
N7661	587079	4	2379318	5714
N7282	1248205	10	2380019	5714
N6873	342917	2	2380527	5717
N6874	1393517	11	2380527	5715
N6455	1735852	13	2380751	5717
N8048	300626	2	2380751	5719
N7660	495519	3	2380753	5720
N7281	684306	4	2380759	5721
N6871	254229	2	2380773	5724
N6872	864768	5	2380773	5722
N6454	1118548	7	2380830	5724
N6030	2852640	20	2381560	5724
N8047	327623	2	2381560	5726
N7659	497038	3	2381562	5727
N7280	705849	4	2381568	5728
N6870	830025	5	2381582	5729
N7279	316463	2	2381582	5731
N6869	453121	3	2381584	5732
N6453	1282185	8	2381701	5732
N7658	336589	2	2381701	5734
N7278	492670	3	2381703	5735
N6868	671546	4	2381709	5736
N7277	352822	2	2381709	5738
N6867	571218	3	2381711	5739
N6452	1241651	7	2381790	5739
N6029	2522182	15	2382240	5739
N5590	5370188	35	2383876	5739
N6028	351917	2	2383876	5741
N5589	510995	3	2383878	5742
N5175	5880117	38	2384433	5742
N6451	293831	2	2384433	5744
N6026	300151	2	2384435	5747
N6027	529292	3	2384435	5745
N5587	362027	2	2384454	5749
N5588	828332	5	2384454	5747
N5174	1188693	7	2384514	5749
N4803	7063555	45	2385865	5749
N4450	7237277	46	2386136	5750
N6025	306423	2	2386136	5752
N5586	493170	3	2386138	5753
N5172	323981	2	2386144	5756
N5173	704393	4	2386144	5754
N4801	294664	2	2386184	5758
N4802	1026561	6	2386184	5756
N4449	1320421	8	2386276	5758
N4087	8552963	54	2387959	5758
N7276	423094	2	2387959	5760
N6865	425313	2	2387961	5763
N6866	661265	3	2387961	5761
N6450	1085920	5	2387981	5763
N6024	1272888	6	2388008	5764
N5585	1496078	7	2388042	5765
N6023	432956	2	2388042	5767
N5584	621965	3	2388044	5768
N5170	452497	2	2388190	5770
N5171	2117294	10	2388190	5768
N4799	268766	2	2388314	5772
N4800	2569264	12	2388314	5770
N4448	2837123	14	2388478	5772
N4797	252400	2	2388478	5776
N4798	340912	2	2388478	5774
N4447	593121	4	2388486	5776
N4086	3428974	18	2388732	5776
N3731	11973612	72	2391290	5776
N6449	364936	2	2391290	5778
N6021	447767	2	2391293	5780
N5583	1113035	5	2391313	5781
N5168	418935	2	2391334	5784
N5169	1319940	6	2391334	5782
N4796	1738498	8	2391390	5784
N6448	440753	2	2391390	5786
N6020	607324	3	2391392	5787
N5582	812700	4	2391398	5788
N5167	1064618	5	2391408	5789
N5581	153496	2	2391408	5791
N5166	356331	3	2391410	5792
N4795	1420610	8	2391473	5792
N4446	3157497	16	2391803	5792
N4794	326867	2	2391803	5794
N4445	488917	3	2391805	5795
N4085	3645822	19	2392028	5795
N3730	3676276	20	2392049	5796
N3378	15633385	92	2395828	5796
N7656	264963	2	2395828	5800
N7657	318548	2	2395828	5798
N7275	500295	4	2395836	5800
N6864	639223	5	2395850	5801
N7655	306915	2	2395850	5803
N7273	322087	2	2395852	5806
N7274	451398	3	2395852	5804
N6863	697271	5	2395872	5806
N6447	1206665	10	2396556	5806
N6019	1400979	11	2396819	5807
N5579	356511	2	2397115	5810
N5580	1599752	12	2397115	5808
N5165	1952771	14	2397793	5810
N4793	2113736	15	2398063	5811
N5578	267046	2	2398063	5813
N5163	271005	2	2398065	5816
N5164	326732	3	2398065	5814
N4792	597065	5	2398085	5816
N4444	2708487	20	2398786	5816
N4084	2868174	21	2398939	5817
N4790	219952	2	2398939	5821
N4791	220029	2	2398939	5819
N4443	372061	4	2398947	5821
N4083	490222	5	2398961	5822
N3729	3357689	26	2399339	5822
N6018	233752	3	2399341	5825
N5577	271855	4	2399345	5826
N6017	156680	2	2399345	5828
N5576	240219	3	2399346	5829
N5162	369661	7	2399386	5829
N4789	503830	8	2399423	5830
N4442	604837	9	2399482	5831
N4082	754905	10	2399546	5832
N3728	868416	11	2399618	5833
N3377	4224985	37	2400078	5833
N3028	181639	2	2403397	5835
N3029	19852120	129	2403397	5833
N2711	96550	2	2403617	5837
N2712	20033404	131	2403617	5835
N2419	20129741	133	2403794	5837
N5161	113882	2	2403794	5839
N4788	127320	3	2403796	5840
N4441	221762	4	2403802	5841
N4081	318610	5	2403815	5842
N3727	421211	6	2403839	5843
N3376	513044	7	2403875	5844
N4440	140526	2	2403875	5846
N4080	217573	3	2403877	5847
N3726	250930	4	2403880	5848
N3375	338914	5	2403889	5849
N3027	851716	12	2404005	5849
N4079	150069	2	2404005	5851
N3725	236626	3	2404007	5852
N3374	316190	4	2404013	5853
N3026	417745	5	2404024	5854
N2709	235240	2	2404204	5856
N2710	1268958	17	2404204	5854
N2418	1503837	19	2404320	5856
N2127	21632174	152	2405390	5856
N1841	21703784	153	2405530	5857
N2126	170104	2	2405530	5859
N1840	173967	3	2405531	5860
N1579	21877247	156	2405717	5860
N1334	73694203	1159	2418541	5860
N1123	73766266	1160	2418734	5861
N3724	151191	2	2418734	5863
N3373	307241	3	2418736	5864
N2708	486654	5	2418741	5866
N3025	466877	4	2418741	5865
N2417	604416	6	2418751	5867
N3372	173544	2	2418751	5869
N3024	242155	3	2418753	5870
N2707	366374	4	2418759	5871
N2416	504701	5	2418772	5872
N2125	1108665	11	2418885	5872
N1839	1211109	12	2418912	5873
N1577	289599	2	2418955	5876
N1578	1317311	13	2418955	5874
N1333	1606761	15	2419025	5876
N1122	1704262	16	2419044	5877
N1332	106556	2	2420339	5879
N936	75468670	1176	2420339	5877
N1121	168890	3	2420341	5880
N935	209286	4	2420346	5881
N4405	169446	2	2420563	5883
N754	75677725	1180	2420563	5881
N4051	187568	2	2420565	5886
N4052	236653	3	2420565	5884
N3697	203240	2	2420584	5888
N3698	422660	5	2420584	5886
N3354	624177	7	2420625	5888
N4404	98028	2	2420625	5890
N4050	190132	3	2420626	5891
N3695	167855	2	2420629	5894
N3696	275256	4	2420629	5892
N3353	442862	6	2420640	5894
N3011	78103	2	2420772	5896
N3012	1066180	13	2420772	5894
N2695	1144240	15	2420799	5896
N3352	148576	2	2420799	5898
N3010	213902	3	2420801	5899
N2694	268946	4	2420805	5900
N2409	1412778	19	2420897	5900
N3351	50414	2	2420897	5902
N3009	73241	3	2420899	5903
N2693	95032	4	2420903	5904
N2408	114523	5	2420907	5905
N8033	128899	2	2420921	5907
N7640	198876	3	2420923	5908
N7254	318126	4	2420929	5909
N6844	427377	5	2420940	5910
N6421	487447	6	2420953	5911
N8735	185299	2	2420966	5913
N8409	282890	3	2420968	5914
N8035	205538	2	2420974	5917
N8036	307566	4	2420974	5915
N7643	511578	6	2421007	5917
N7256	563604	7	2421030	5918
N8408	176722	2	2421030	5920
N8034	241471	3	2421032	5921
N7641	131742	2	2421037	5924
N7642	305363	4	2421037	5922
N7255	436827	6	2421060	5924
N6845	1000106	13	2421178	5924
N6422	115531	2	2421232	5927
N6423	1105145	14	2421232	5925
N5998	1220569	16	2421283	5927
N5559	1764744	23	2421602	5928
N5995	177915	2	2421602	5932
N5996	141354	2	2421602	5930
N5558	319124	4	2421610	5932
N5143	177369	2	2421781	5934
N5144	2083411	27	2421781	5932
N4769	2260519	29	2421897	5934
N7253	244741	2	2421897	5936
N6843	318024	3	2421899	5937
N6420	412912	4	2421905	5938
N5994	482529	5	2421913	5939
N5557	603180	6	2421929	5940
N4768	800867	8	2421967	5942
N4416	3059568	37	2422316	5942
N5993	177034	2	2422316	5944
N5556	293582	3	2422318	5945
N5141	428434	4	2422323	5946
N4767	578691	5	2422333	5947
N4415	678426	6	2422348	5948
N4060	3733118	43	2422718	5948
N6842	206254	2	2422718	5950
N6419	322623	3	2422720	5951
N5991	205894	2	2422724	5954
N5992	430475	4	2422724	5952
N5554	155194	2	2422745	5956
N5555	636120	6	2422745	5954
N5140	790938	8	2422786	5956
N6841	95050	2	2422786	5958
N6418	136933	3	2422788	5959
N5990	198168	4	2422793	5960
N5553	250902	5	2422800	5961
N5139	275847	6	2422808	5962
N4766	1066617	14	2422867	5962
N4414	1116110	15	2422881	5963
N5551	121100	2	2422881	5967
N5552	152983	2	2422881	5965
N5137	133222	2	2422889	5969
N5138	274004	4	2422889	5967
N4765	407147	6	2422908	5969
N5136	125915	2	2422908	5971
N4764	173770	3	2422910	5972
N4413	580810	9	2422944	5972
N4059	1696439	24	2423090	5972
N3706	172518	2	2424065	5974
N3707	5426161	67	2424065	5972
N3359	5598303	69	2424264	5974
N5135	134797	2	2424264	5976
N4763	222680	3	2424266	5977
N4411	104059	2	2424270	5980
N4412	281292	4	2424270	5978
N4057	107590	2	2424282	5982
N4058	385290	6	2424282	5980
N3704	130643	2	2424300	5984
N3705	492781	8	2424300	5982
N3358	623231	10	2424324	5984
N3015	6220473	79	2424621	5984
N5989	274350	2	2424621	5986
N5549	245076	2	2424623	5989
N5550	324564	3	2424623	5987
N5134	569146	5	2424640	5989
N5988	90162	2	2424640	5991
N5548	158619	3	2424642	5992
N5133	262271	4	2424648	5993
N4410	900583	10	2424771	5994
N5986	224286	2	2424771	5998
N5987	283132	2	2424771	5996
N5547	505468	4	2424779	5998
N5985	224266	2	2424779	6000
N5546	338758	3	2424781	6001
N5132	840457	7	2424856	6001
N4761	910419	8	2424883	6002
N4409	1008769	9	2424922	6003
N4056	1902792	19	2425471	6003
N4408	134966	2	2425471	6005
N4055	285069	3	2425473	6006
N3702	118731	2	2425627	6008
N3703	2187319	22	2425627	6006
N3357	2305747	24	2425742	6008
N4407	211221	2	2425742	6010
N4054	282204	3	2425744	6011
N3701	397509	4	2425750	6012
N3356	468254	5	2425755	6013
N3014	2772287	29	2426048	6013
N2698	126249	2	2428534	6015
N2699	8971968	108	2428534	6013
N2411	9098105	110	2428627	6015
N4406	152517	2	2428627	6017
N4053	235153	3	2428629	6018
N3699	144776	2	2428635	6021
N3700	312834	4	2428635	6019
N3013	505933	7	2428662	6022
N2696	87780	2	2428675	6025
N2697	557564	8	2428675	6023
N2410	645326	10	2428687	6025
N2122	9742941	120	2429038	6025
N4061	93538	2	2429521	6027
N3710	61596	2	2429523	6030
N3711	111196	3	2429523	6028
N3362	172745	5	2429531	6030
N3709	187208	2	2429531	6032
N3361	288826	3	2429533	6033
N3017	461428	8	2429571	6033
N2702	5e+05	9	2429590	6034
N3708	116754	2	2429590	6036
N3360	202574	3	2429592	6037
N3016	264207	4	2429598	6038
N2701	323444	5	2429608	6039
N2413	823378	14	2429639	6039
N2700	41190	2	2429639	6041
N2412	77441	3	2429640	6042
N8046	236747	2	2429658	6044
N7654	349384	3	2429660	6045
N7272	460415	4	2429666	6046
N8045	108699	2	2429666	6048
N7271	240873	4	2429675	6050
N6862	700245	8	2429770	6050
N6445	795611	9	2429820	6051
N7270	98418	2	2429820	6053
N6860	125013	2	2429822	6056
N6861	210640	3	2429822	6054
N6444	335449	5	2429839	6056
N6016	1127022	14	2430124	6056
N8043	98059	2	2430124	6060
N8044	134984	2	2430124	6058
N7652	232601	4	2430132	6060
N7269	304149	5	2430145	6061
N6859	387743	6	2430168	6062
N7267	229733	2	2430168	6066
N7268	276519	2	2430168	6064
N6858	505924	4	2430176	6066
N6443	891719	10	2430365	6066
N6015	1005505	11	2430442	6067
N5575	2121718	25	2431306	6067
N6442	126515	2	2431306	6069
N6014	175751	3	2431308	6070
N5574	239964	4	2431314	6071
N5160	2355941	29	2432024	6071
N8740	122978	2	2432024	6073
N8414	174895	2	2432026	6076
N8415	195344	3	2432026	6074
N8042	368779	5	2432043	6076
N7651	448875	6	2432060	6077
N7265	134177	2	2432092	6080
N7266	627978	7	2432092	6078
N6857	761960	9	2432143	6080
N7650	93490	2	2432143	6082
N7264	164574	3	2432145	6083
N6856	289663	4	2432150	6084
N6441	1050414	13	2432274	6084
N6013	1161592	14	2432327	6085
N6855	153091	2	2432327	6087
N6439	182215	2	2432329	6090
N6440	199679	3	2432329	6088
N6012	381785	5	2432344	6090
N5572	312433	2	2432610	6092
N5573	1540181	19	2432610	6090
N5159	1851959	21	2432771	6092
N4787	4185153	50	2434877	6092
N4439	4299198	51	2435019	6093
N7263	151813	2	2435019	6095
N6854	220369	3	2435021	6096
N6438	295347	4	2435027	6097
N6011	378850	5	2435041	6098
N6853	126453	2	2435041	6100
N6437	180360	3	2435043	6101
N6010	251062	4	2435049	6102
N5571	625010	9	2435340	6102
N6436	105131	2	2435340	6104
N6009	184035	3	2435342	6105
N5570	242018	4	2435346	6106
N5158	865888	13	2435508	6106
N7262	146749	2	2435508	6108
N6852	233435	3	2435510	6109
N6435	303892	4	2435516	6110
N6008	350588	5	2435525	6111
