Sample ID	empo_0	empo_1	empo_2	empo_3	empo_4	empo_x
13114.stegen.37.s006	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.stegen.37.s007	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.stegen.37.s008	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.stegen.37.s009	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.stegen.37.s010	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Sediment (non-saline)	Sediment
13114.stegen.38.s001	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s002	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s003	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s004	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s005	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s006	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s007	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s008	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s009	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s010	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s011	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s012	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s013	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s014	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s015	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s016	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s017	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stegen.38.s018	EMP sample	Free-living	Free-living (n-s)	Solid (n-s)	Soil (non-saline)	Soil
13114.stewart.26.s001	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.stewart.26.s002	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.stewart.26.s003	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.stewart.26.s004	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.stewart.26.s005	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.stewart.26.s006	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.stewart.26.s007	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.stewart.26.s008	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.tait.77.s001	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.tait.77.s002	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.tait.77.s003	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.tait.77.s004	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.tait.77.s005	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.tait.77.s006	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.tait.77.s007	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.tait.77.s008	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.tait.77.s009	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.tait.78.s001	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.tait.78.s002	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.tait.78.s003	EMP sample	Free-living	Free-living (s)	Solid (s)	Sediment (saline)	Sediment
13114.thomas.18.s001	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s002	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s003	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s008	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s009	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s010	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s011	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s012	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s013	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s014	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s015	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s016	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s019	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s021	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s023	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s024	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s025	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s026	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s028	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s029	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s030	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s031	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s032	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s033	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s034	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s035	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s036	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s037	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s038	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s039	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s040	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s041	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s042	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s043	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s044	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s045	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s046	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s047	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s048	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s049	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s050	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s051	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s052	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s053	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s054	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s055	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s056	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.18.s057	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal corpus (saline)	Animal corpus
13114.thomas.19.s050	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s051	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s052	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s053	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s054	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s055	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s056	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s057	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s058	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s059	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s060	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s061	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s062	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s063	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.thomas.19.s064	EMP sample	Host-associated	Host-associated (s)	Plant (s)	Plant surface (saline)	Plant surface
13114.tucker.58.s001	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Subsurface (non-saline)	Subsurface
13114.tucker.58.s002	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Subsurface (non-saline)	Subsurface
13114.tucker.58.s003	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Subsurface (non-saline)	Subsurface
13114.tucker.58.s004	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Subsurface (non-saline)	Subsurface
13114.tucker.58.s005	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Subsurface (non-saline)	Subsurface
13114.tucker.58.s006	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Subsurface (non-saline)	Subsurface
13114.tucker.58.s007	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Subsurface (non-saline)	Subsurface
13114.tucker.58.s008	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Subsurface (non-saline)	Subsurface
13114.tucker.58.s009	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Subsurface (non-saline)	Subsurface
13114.tucker.58.s010	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Subsurface (non-saline)	Subsurface
13114.tucker.58.s011	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Water (non-saline)	Water
13114.tucker.58.s012	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Water (non-saline)	Water
13114.tucker.58.s013	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Water (non-saline)	Water
13114.tucker.58.s014	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Water (non-saline)	Water
13114.tucker.58.s015	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Water (non-saline)	Water
13114.tucker.58.s016	EMP sample	Free-living	Free-living (n-s)	Aqueous (n-s)	Water (non-saline)	Water
13114.uren.82.s001	EMP sample	Host-associated	Host-associated (n-s)	Fungus (n-s)	Fungus corpus (non-saline)	Fungus corpus
13114.uren.82.s002	EMP sample	Host-associated	Host-associated (n-s)	Fungus (n-s)	Fungus corpus (non-saline)	Fungus corpus
13114.uren.82.s003	EMP sample	Host-associated	Host-associated (n-s)	Fungus (n-s)	Fungus corpus (non-saline)	Fungus corpus
13114.uren.82.s004	EMP sample	Host-associated	Host-associated (n-s)	Fungus (n-s)	Fungus corpus (non-saline)	Fungus corpus
13114.uren.82.s005	EMP sample	Host-associated	Host-associated (n-s)	Fungus (n-s)	Fungus corpus (non-saline)	Fungus corpus
13114.uren.82.s006	EMP sample	Host-associated	Host-associated (n-s)	Fungus (n-s)	Fungus corpus (non-saline)	Fungus corpus
13114.uren.82.s007	EMP sample	Host-associated	Host-associated (n-s)	Fungus (n-s)	Fungus corpus (non-saline)	Fungus corpus
13114.uren.82.s008	EMP sample	Host-associated	Host-associated (n-s)	Fungus (n-s)	Fungus corpus (non-saline)	Fungus corpus
13114.uren.82.s009	EMP sample	Host-associated	Host-associated (n-s)	Fungus (n-s)	Fungus corpus (non-saline)	Fungus corpus
13114.uren.82.s010	EMP sample	Host-associated	Host-associated (n-s)	Fungus (n-s)	Fungus corpus (non-saline)	Fungus corpus
13114.uren.82.s011	EMP sample	Host-associated	Host-associated (n-s)	Fungus (n-s)	Fungus corpus (non-saline)	Fungus corpus
13114.uren.82.s012	EMP sample	Host-associated	Host-associated (n-s)	Fungus (n-s)	Fungus corpus (non-saline)	Fungus corpus
13114.zaneveld.9.s001	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s002	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s003	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s004	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s005	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s006	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s007	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s008	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s009	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s010	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s011	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s012	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s013	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s014	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s015	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s016	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s017	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s018	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s019	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s020	EMP sample	Host-associated	Host-associated (s)	Animal (s)	Animal secretion (saline)	Animal secretion
13114.zaneveld.9.s021	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
13114.zaneveld.9.s022	EMP sample	Free-living	Free-living (s)	Aqueous (s)	Water (saline)	Water
